,Civilité,Year,Type,section,Nationalité,ISO_code
29405,Mister,2013-2014,Bachelor,Mathematics,French,
29406,Mister,2013-2014,Master,Microengineering,French,
29407,Mister,2013-2014,Master,Bioengineering,French,
29408,Miss,2013-2014,Bachelor,Civil Engineering,Moroccan,
29409,Mister,2013-2014,Bachelor,Physics,Norwegian,
29410,Mister,2013-2014,Bachelor,Civil Engineering,Italian,
29411,Mister,2013-2014,Bachelor,Communication Systems,French,
29412,Miss,2013-2014,Master,Mechanical Engineering,French,
29413,Mister,2013-2014,Master,Materials Science and Engineering,French,
29414,Mister,2013-2014,Bachelor,Computer Science,Swiss,
29415,Miss,2013-2014,Master,Applied Mathematics,Swiss,
29416,Miss,2013-2014,Bachelor,Environmental Sciences and Engineering,French,
29417,Miss,2013-2014,Master,Chemical Engineering and Biotechnology,French,
29418,Mister,2013-2014,Bachelor,Civil Engineering,Moroccan,
29419,Miss,2013-2014,Bachelor,Physics,Swiss,
29420,Mister,2013-2014,Bachelor,Mechanical Engineering,French,
29421,Mister,2013-2014,Bachelor,Mechanical Engineering,French,
29422,Miss,2013-2014,Bachelor,Life Sciences and Technologies,French,
29423,Mister,2013-2014,Bachelor,Materials Science and Engineering,Moroccan,
29424,Mister,2013-2014,Master,Microengineering,Swiss,
29425,Mister,2013-2014,Bachelor,Physics,Swiss,
29426,Miss,2013-2014,Bachelor,Architecture,Swiss,
29427,Mister,2013-2014,Bachelor,Microengineering,French,
29428,Mister,2013-2014,Bachelor,Mechanical Engineering,French,
29429,Mister,2013-2014,Bachelor,Materials Science and Engineering,French,
29430,Mister,2013-2014,Master,Financial engineering,Swiss,
29431,Mister,2013-2014,Bachelor,Materials Science and Engineering,Swiss,
29432,Mister,2013-2014,Bachelor,Microengineering,Swiss,
29433,Mister,2013-2014,Master,Mechanical Engineering,Swiss,
29434,Mister,2013-2014,Bachelor,Life Sciences and Technologies,Swiss,
29435,Miss,2013-2014,Bachelor,Mathematics,Portuguese,
29436,Mister,2013-2014,Bachelor,Architecture,Swiss,
29437,Mister,2013-2014,Bachelor,Mechanical Engineering,Swiss,
29438,Mister,2013-2014,Master,Mechanical Engineering,Swiss,
29439,Mister,2013-2014,Master,Chemical Engineering and Biotechnology,Swiss,
29440,Mister,2013-2014,Bachelor,Computer Science,Swiss,
29441,Mister,2013-2014,Bachelor,Civil Engineering,Swiss,
29442,Mister,2013-2014,Master,Architecture,French,
29443,Mister,2013-2014,Bachelor,Communication Systems,Swiss,
29444,Miss,2013-2014,Master,Bioengineering,French,
29445,Mister,2013-2014,Master,Microengineering,Algerian,
29446,Miss,2013-2014,Bachelor,Life Sciences and Technologies,French,
29447,Mister,2013-2014,Bachelor,Communication Systems,Bolivian,
29448,Mister,2013-2014,Master,Applied Physics,Swiss,
29449,Mister,2013-2014,Bachelor,Materials Science and Engineering,Swiss,
29450,Mister,2013-2014,Bachelor,Civil Engineering,Swiss,
29451,Mister,2013-2014,Bachelor,Mechanical Engineering,Swiss,
29452,Mister,2013-2014,Master,Environmental Sciences and Engineering,Swiss,
29453,Mister,2013-2014,Master,Civil Engineering,Swiss,
29454,Mister,2013-2014,Bachelor,Mathematics,Swiss,
29455,Miss,2013-2014,Bachelor,Mathematics,French,
29456,Mister,2013-2014,Bachelor,Electrical and Electronics Engineering,Tunisian,
29457,Mister,2013-2014,Bachelor,Mathematics,French,
29458,Mister,2013-2014,Bachelor,Electrical and Electronics Engineering,Moroccan,
29459,Miss,2013-2014,Bachelor,Architecture,French,
29460,Mister,2013-2014,Bachelor,Mechanical Engineering,French,
29461,Mister,2013-2014,Bachelor,Microengineering,Swiss,
29462,Miss,2013-2014,Bachelor,Architecture,Swiss,
29463,Mister,2013-2014,Bachelor,Materials Science and Engineering,Swiss,
29464,Mister,2013-2014,Bachelor,Civil Engineering,Swiss,
29465,Mister,2013-2014,Master,Microengineering,Swiss,
29466,Mister,2013-2014,Bachelor,Microengineering,Swiss,
29467,Mister,2013-2014,Bachelor,Electrical and Electronics Engineering,Swiss,
29468,Mister,2013-2014,Bachelor,Microengineering,Swiss,
29469,Miss,2013-2014,Master,Civil Engineering,Swiss,
29470,Mister,2013-2014,Master,Civil Engineering,Swiss,
29471,Mister,2013-2014,Master,Microengineering,Moroccan,
29472,Mister,2013-2014,Bachelor,Mechanical Engineering,Macedonian,
29473,Mister,2013-2014,Master,Materials Science and Engineering,French,
29474,Mister,2013-2014,Master,Architecture,Swiss,
29475,Mister,2013-2014,Master,Architecture,Swiss,
29476,Mister,2013-2014,Master,Electrical and Electronics Engineering,Swiss,
29477,Mister,2013-2014,Bachelor,Architecture,Swiss,
29478,Miss,2013-2014,Master,Bioengineering,Swiss,
29479,Miss,2013-2014,Master,Environmental Sciences and Engineering,Swiss,
29480,Mister,2013-2014,Master,Chemical Engineering and Biotechnology,French,
29481,Mister,2013-2014,Bachelor,Architecture,Swiss,
29482,Mister,2013-2014,Bachelor,Computer Science,French,
29483,Miss,2013-2014,Bachelor,Mechanical Engineering,Swiss,
29484,Mister,2013-2014,Bachelor,Physics,Swiss,
29485,Mister,2013-2014,Bachelor,Architecture,Swiss,
29486,Miss,2013-2014,Master,Architecture,French,
29487,Mister,2013-2014,Bachelor,Civil Engineering,Moroccan,
29488,Miss,2013-2014,Master,Environmental Sciences and Engineering,French,
29489,Mister,2013-2014,Bachelor,Civil Engineering,French,
29490,Mister,2013-2014,Master,Computational science and Engineering,French,
29491,Miss,2013-2014,Master,Molecular & Biological Chemistry,Swiss,
29492,Mister,2013-2014,Bachelor,Environmental Sciences and Engineering,French,
29493,Mister,2013-2014,Bachelor,Physics,French,
29494,Mister,2013-2014,Bachelor,Physics,French,
29495,Miss,2013-2014,Master,Communication Systems,malgache,
29496,Mister,2013-2014,Bachelor,Chemistry and Chemical Engineering,Mauritian,
29497,Miss,2013-2014,Bachelor,Microengineering,Russian,
29498,Mister,2013-2014,Master,Mathematics,American,
29499,Mister,2013-2014,Master,Civil Engineering,Swiss,
29500,Mister,2013-2014,Master,Mathematics,Swiss,
29501,Mister,2013-2014,Master,Communication Systems,Swiss,
29502,Miss,2013-2014,Bachelor,Microengineering,Swiss,
29503,Miss,2013-2014,Master,Environmental Sciences and Engineering,Swiss,
29504,Miss,2013-2014,Master,Architecture,Portuguese,
29505,Miss,2013-2014,Master,Chemical Engineering and Biotechnology,Swiss,
29506,Mister,2013-2014,Bachelor,Architecture,Swiss,
29507,Miss,2013-2014,Master,Environmental Sciences and Engineering,Swiss,
29508,Mister,2013-2014,Master,Life Sciences and Technologies,Swiss,
29509,Mister,2013-2014,Bachelor,Architecture,Swiss,
29510,Mister,2013-2014,Bachelor,Electrical and Electronics Engineering,Swiss,
29511,Mister,2013-2014,Bachelor,Environmental Sciences and Engineering,Swiss,
29512,Mister,2013-2014,Bachelor,Architecture,Swiss,
29513,Mister,2013-2014,Master,Electrical and Electronics Engineering,Swiss,
29514,Mister,2013-2014,Bachelor,Mechanical Engineering,French,
29515,Mister,2013-2014,Bachelor,Communication Systems,Swiss,
29516,Mister,2013-2014,Bachelor,Architecture,Swiss,
29517,Mister,2013-2014,Master,Microengineering,Swiss,
29518,Mister,2013-2014,Master,Communication Systems,French,
29519,Miss,2013-2014,Bachelor,Architecture,Swiss,
29520,Mister,2013-2014,Bachelor,Physics,Swiss,
29521,Mister,2013-2014,Master,Microengineering,Swiss,
29522,Mister,2013-2014,Master,Chemical Engineering and Biotechnology,Swiss,
29523,Mister,2013-2014,Bachelor,Electrical and Electronics Engineering,Swiss,
29524,Miss,2013-2014,Master,Molecular & Biological Chemistry,Swiss,
29525,Mister,2013-2014,Master,Computer Science,French,
29526,Mister,2013-2014,Master,Physics,Swiss,
29527,Mister,2013-2014,Bachelor,Environmental Sciences and Engineering,French,
29528,Mister,2013-2014,Bachelor,Microengineering,French,
29529,Mister,2013-2014,Master,Electrical and Electronics Engineering,Swiss,
29530,Mister,2013-2014,Master,Life Sciences and Technologies,Swiss,
29531,Mister,2013-2014,Bachelor,Mechanical Engineering,French,
29532,Miss,2013-2014,Master,Chemical Engineering and Biotechnology,French,
29533,Miss,2013-2014,Master,Mathematics,French,
29534,Mister,2013-2014,Master,Communication Systems,Swiss,
29535,Mister,2013-2014,Bachelor,Microengineering,Swiss,
29536,Mister,2013-2014,Bachelor,Chemistry and Chemical Engineering,French,
29537,Mister,2013-2014,Master,Materials Science and Engineering,Swiss,
29538,Mister,2013-2014,Master,Mechanical Engineering,Swiss,
29539,Mister,2013-2014,Bachelor,Computer Science,French,
29540,Mister,2013-2014,Master,Electrical and Electronics Engineering,German,
29541,Mister,2013-2014,Master,Applied Mathematics,French,
29542,Mister,2013-2014,Bachelor,Mathematics,French,
29543,Mister,2013-2014,Bachelor,Architecture,Swiss,
29544,Mister,2013-2014,Master,Bioengineering,Swiss,
29545,Miss,2013-2014,Master,Physics,Swiss,
29546,Mister,2013-2014,Bachelor,Architecture,Swiss,
29547,Miss,2013-2014,Bachelor,Architecture,Swiss,
29548,Miss,2013-2014,Bachelor,Life Sciences and Technologies,American,
29549,Mister,2013-2014,Master,Physics,Swiss,
29550,Mister,2013-2014,Bachelor,Computer Science,French,
29551,Miss,2013-2014,Bachelor,Electrical and Electronics Engineering,Swiss,
29552,Mister,2013-2014,Bachelor,Mechanical Engineering,French,
29553,Mister,2013-2014,Master,Computer Science,French,
29554,Mister,2013-2014,Bachelor,Chemistry and Chemical Engineering,Swiss,
29555,Mister,2013-2014,Bachelor,Mechanical Engineering,Swiss,
29556,Mister,2013-2014,Bachelor,Civil Engineering,Portuguese,
29557,Mister,2013-2014,Bachelor,Environmental Sciences and Engineering,Swiss,
29558,Mister,2013-2014,Bachelor,Mechanical Engineering,French,
29559,Miss,2013-2014,Bachelor,Physics,Swiss,
29560,Mister,2013-2014,Bachelor,Computer Science,Swiss,
29561,Mister,2013-2014,Master,Civil Engineering,French,
29562,Mister,2013-2014,Master,Energy Management and Sustainability,French,
29563,Mister,2013-2014,Master,Civil Engineering,French,
29564,Mister,2013-2014,Bachelor,Chemistry and Chemical Engineering,Swiss,
29565,Mister,2013-2014,Bachelor,Mechanical Engineering,Moroccan,
29566,Mister,2013-2014,Bachelor,Civil Engineering,Iranian,
29567,Mister,2013-2014,Master,Electrical and Electronics Engineering,Swiss,
29568,Mister,2013-2014,Master,Environmental Sciences and Engineering,Swiss,
29569,Mister,2013-2014,Bachelor,Physics,German,
29570,Mister,2013-2014,Master,Communication Systems,Swiss,
29571,Mister,2013-2014,Master,Microengineering,Swiss,
29572,Miss,2013-2014,Master,Bioengineering,Swiss,
29573,Mister,2013-2014,Master,Microengineering,Swiss,
29574,Mister,2013-2014,Bachelor,Electrical and Electronics Engineering,Swiss,
29575,Mister,2013-2014,Bachelor,Architecture,Swiss,
29576,Mister,2013-2014,Master,Architecture,Swiss,
29577,Mister,2013-2014,Master,Electrical and Electronics Engineering,French,
29578,Mister,2013-2014,Bachelor,Electrical and Electronics Engineering,French,
29579,Mister,2013-2014,Bachelor,Civil Engineering,Tunisian,
29580,Mister,2013-2014,Bachelor,Civil Engineering,Moroccan,
29581,Miss,2013-2014,Bachelor,Architecture,French,
29582,Miss,2013-2014,Bachelor,Life Sciences and Technologies,French,
29583,Mister,2013-2014,Master,Molecular & Biological Chemistry,Swiss,
29584,Mister,2013-2014,Bachelor,Mechanical Engineering,French,
29585,Mister,2013-2014,Master,Molecular & Biological Chemistry,Swiss,
29586,Miss,2013-2014,Bachelor,Architecture,Swiss,
29587,Mister,2013-2014,Bachelor,Microengineering,Swiss,
29588,Mister,2013-2014,Bachelor,Microengineering,Swiss,
29589,Mister,2013-2014,Bachelor,Environmental Sciences and Engineering,Swiss,
29590,Mister,2013-2014,Bachelor,Materials Science and Engineering,French,
29591,Mister,2013-2014,Master,Mechanical Engineering,Swiss,
29592,Miss,2013-2014,Bachelor,Architecture,Italian,
29593,Mister,2013-2014,Master,Communication Systems,French,
29594,Mister,2013-2014,Master,Environmental Sciences and Engineering,Swiss,
29595,Mister,2013-2014,Bachelor,Communication Systems,French,
29596,Mister,2013-2014,Master,Mechanical Engineering,Swiss,
29597,Mister,2013-2014,Master,Mechanical Engineering,French,
29598,Mister,2013-2014,Bachelor,Life Sciences and Technologies,Swiss,
29599,Miss,2013-2014,Bachelor,Architecture,Swiss,
29600,Mister,2013-2014,Master,Architecture,Swiss,
29601,Mister,2013-2014,Bachelor,Architecture,Belgian,
29602,Mister,2013-2014,Bachelor,Communication Systems,Swiss,
29603,Miss,2013-2014,Bachelor,Mathematics,French,
29604,Mister,2013-2014,Bachelor,Mechanical Engineering,French,
29605,Miss,2013-2014,Bachelor,Chemistry and Chemical Engineering,French,
29606,Miss,2013-2014,Bachelor,Life Sciences and Technologies,French,
29607,Mister,2013-2014,Master,Communication Systems,French,
29608,Mister,2013-2014,Bachelor,Architecture,Swiss,
29609,Mister,2013-2014,Master,Computer Science,Swiss,
29610,Mister,2013-2014,Master,Communication Systems,Swiss,
29611,Mister,2013-2014,Master,Computer Science,Swiss,
29612,Mister,2013-2014,Master,Applied Mathematics,Swiss,
29613,Mister,2013-2014,Bachelor,Chemistry and Chemical Engineering,Swiss,
29614,Mister,2013-2014,Bachelor,Architecture,Swiss,
29615,Miss,2013-2014,Bachelor,Chemistry and Chemical Engineering,French,
29616,Mister,2013-2014,Bachelor,Communication Systems,Iranian,
29617,Miss,2013-2014,Master,Bioengineering,French,
29618,Mister,2013-2014,Bachelor,Communication Systems,French,
29619,Miss,2013-2014,Bachelor,Communication Systems,Belgian,
29620,Mister,2013-2014,Bachelor,Mechanical Engineering,French,
29621,Mister,2013-2014,Master,Materials Science and Engineering,French,
29622,Mister,2013-2014,Master,Energy Management and Sustainability,Swiss,
29623,Mister,2013-2014,Master,Electrical and Electronics Engineering,Swiss,
29624,Miss,2013-2014,Master,Mathematics,Swiss,
29625,Mister,2013-2014,Master,Civil Engineering,Swiss,
29626,Mister,2013-2014,Master,Computational science and Engineering,Swiss,
29627,Mister,2013-2014,Bachelor,Microengineering,Swiss,
29628,Mister,2013-2014,Bachelor,Environmental Sciences and Engineering,Swiss,
29629,Mister,2013-2014,Master,Microengineering,Swiss,
29630,Mister,2013-2014,Master,Architecture,French,
29631,Mister,2013-2014,Bachelor,Mathematics,Swiss,
29632,Mister,2013-2014,Bachelor,Physics,Swiss,
29633,Mister,2013-2014,Bachelor,Mathematics,Swiss,
29634,Mister,2013-2014,Master,Computational science and Engineering,French,
29635,Mister,2013-2014,Master,Microengineering,Swiss,
29636,Mister,2013-2014,Bachelor,Environmental Sciences and Engineering,Swiss,
29637,Mister,2013-2014,Bachelor,Chemistry and Chemical Engineering,Tunisian,
29638,Mister,2013-2014,Bachelor,Microengineering,Swiss,
29639,Mister,2013-2014,Master,Environmental Sciences and Engineering,Swiss,
29640,Mister,2013-2014,Master,Computer Science,Swiss,
29641,Miss,2013-2014,Master,Life Sciences and Technologies,Swiss,
29642,Miss,2013-2014,Master,Materials Science and Engineering,Swiss,
29643,Mister,2013-2014,Master,Computer Science,British,
29644,Mister,2013-2014,Bachelor,Chemistry and Chemical Engineering,Swiss,
29645,Miss,2013-2014,Master,Microengineering,French,
29646,Mister,2013-2014,Bachelor,Physics,French,
29647,Miss,2013-2014,Bachelor,Architecture,French,
29648,Miss,2013-2014,Bachelor,Chemistry and Chemical Engineering,Swiss,
29649,Mister,2013-2014,Master,Mathematics,French,
29650,Mister,2013-2014,Master,Civil Engineering,British,
29651,Mister,2013-2014,Bachelor,Architecture,Swiss,
29652,Miss,2013-2014,Bachelor,Architecture,Swiss,
29653,Mister,2013-2014,Bachelor,Architecture,Swiss,
29654,Mister,2013-2014,Master,Environmental Sciences and Engineering,Swiss,
29655,Miss,2013-2014,Master,Environmental Sciences and Engineering,Swiss,
29656,Mister,2013-2014,Bachelor,Life Sciences and Technologies,Swiss,
29657,Mister,2013-2014,Bachelor,Chemistry and Chemical Engineering,Swiss,
29658,Mister,2013-2014,Master,Environmental Sciences and Engineering,French,
29659,Miss,2013-2014,Master,Life Sciences and Technologies,French,
29660,Mister,2013-2014,Bachelor,Computer Science,Swiss,
29661,Miss,2013-2014,Bachelor,Architecture,Swiss,
29662,Mister,2013-2014,Bachelor,Communication Systems,French,
29663,Mister,2013-2014,Master,Energy Management and Sustainability,Hungarian,
29664,Mister,2013-2014,Bachelor,Civil Engineering,Swiss,
29665,Mister,2013-2014,Master,Mechanical Engineering,Swiss,
29666,Mister,2013-2014,Bachelor,Mechanical Engineering,Swiss,
29667,Mister,2013-2014,Bachelor,Life Sciences and Technologies,Swiss,
29668,Mister,2013-2014,Bachelor,Architecture,Swiss,
29669,Mister,2013-2014,Bachelor,Mathematics,French,
29670,Mister,2013-2014,Master,Applied Physics,Swiss,
29671,Mister,2013-2014,Bachelor,Computer Science,Swiss,
29672,Miss,2013-2014,Bachelor,Civil Engineering,Swiss,
29673,Mister,2013-2014,Bachelor,Computer Science,Italian,
29674,Mister,2013-2014,Bachelor,Materials Science and Engineering,Swiss,
29675,Mister,2013-2014,Bachelor,Life Sciences and Technologies,French,
29676,Mister,2013-2014,Bachelor,Microengineering,Swiss,
29677,Miss,2013-2014,Bachelor,Environmental Sciences and Engineering,French,
29678,Miss,2013-2014,Bachelor,Physics,French,
29679,Mister,2013-2014,Bachelor,Communication Systems,Swiss,
29680,Mister,2013-2014,Bachelor,Physics,French,
29681,Mister,2013-2014,Bachelor,Computer Science,French,
29682,Miss,2013-2014,Master,Life Sciences and Technologies,French,
29683,Mister,2013-2014,Master,Communication Systems,Swiss,
29684,Mister,2013-2014,Bachelor,Mechanical Engineering,Swiss,
29685,Mister,2013-2014,Bachelor,Architecture,Swiss,
29686,Mister,2013-2014,Master,Computer Science,French,
29687,Mister,2013-2014,Bachelor,Environmental Sciences and Engineering,Swiss,
29688,Mister,2013-2014,Master,Communication Systems,Swiss,
29689,Miss,2013-2014,Bachelor,Environmental Sciences and Engineering,Swiss,
29690,Mister,2013-2014,Master,Environmental Sciences and Engineering,Swiss,
29691,Mister,2013-2014,Master,Energy Management and Sustainability,German,
29692,Mister,2013-2014,Bachelor,Civil Engineering,Swiss,
29693,Mister,2013-2014,Master,Molecular & Biological Chemistry,Swiss,
29694,Mister,2013-2014,Bachelor,Architecture,Swiss,
29695,Mister,2013-2014,Bachelor,Environmental Sciences and Engineering,French,
29696,Mister,2013-2014,Bachelor,Life Sciences and Technologies,Swiss,
29697,Mister,2013-2014,Bachelor,Architecture,Swiss,
29698,Mister,2013-2014,Bachelor,Microengineering,Japanese,
29699,Mister,2013-2014,Master,Communication Systems,Spanish,
29700,Mister,2013-2014,Master,Communication Systems,Swiss,
29701,Mister,2013-2014,Master,Computer Science,Swiss,
29702,Mister,2013-2014,Master,Computer Science,luxembourgish,
29703,Mister,2013-2014,Master,Applied Physics,French,
29704,Mister,2013-2014,Bachelor,Civil Engineering,French,
29705,Miss,2013-2014,Master,Chemical Engineering and Biotechnology,French,
29706,Mister,2013-2014,Bachelor,Civil Engineering,French,
29707,Mister,2013-2014,Bachelor,Civil Engineering,Swiss,
29708,Mister,2013-2014,Bachelor,Civil Engineering,Swiss,
